_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4485164,16775,BP-31543,1015,Queen St E,Queen St E,South,Pape Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3372082945536, 43.661627527354604]]}"
4485165,16776,BP-31553,888,Queen St E,Queen St E,North,Booth Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3434326750492, 43.6603762499679]]}"
4485166,16777,BP-31555,1056,Queen St E,Queen St E,North,Pape Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3372008254252, 43.6617716281976]]}"
4485167,16778,BP-31560,925,Queen St E,Queen St E,South,Verral Ave,West,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.34089274736321, 43.6608079039348]]}"
4485168,16779,BP-31601,918,Queen St E,Queen St E,North,Logan Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3420432178287, 43.6606865680847]]}"
4485169,16780,BP-31610,1099,Queen St E,Queen St E,South,Brooklyn Ave,West,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3359856562981, 43.6619004016044]]}"
4485170,16781,BP-31612,742,Queen St E,Queen St E,North,Lewis St,North,,14,Riverside District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3486107219347, 43.6592144990891]]}"
4485171,16783,BP-31638,1010A,Queen St E,Queen St E,North,Heward Ave,West,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3390551711181, 43.6613521360954]]}"
4485172,16784,BP-31648,1176,Queen St E,Queen St E,North,Rushbrooke Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3320771321902, 43.6629060815157]]}"
4485173,16785,BP-31670,481,Roncesvalles Ave,Roncesvalles Ave,East,Boustead Ave,South,,04,Roncesvalles Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4515776540363, 43.6534149847793]]}"
4485174,16786,BP-44172,337,Broadview Ave,Broadview Ave,East,First Ave,North,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3522165359452, 43.6647201983686]]}"
4485175,16787,BP-44176,77,St Clair Ave E,St Clair Ave E,South,Ferndale Ave,East,,12,Yonge & St. Clair,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3910088193329, 43.6886655720373]]}"
4485176,16788,BP-44179,2200A,Yonge St,Yonge St,West,Eglinton Ave E,South,,12,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3983185893372, 43.7062197934834]]}"
4485177,16789,BP-44190,154,Bathurst St,Bathurst St,West,Richmond St W,South,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4036892964995, 43.6460738442934]]}"
4485178,16790,BP-44199,1375,Dupont St,Dupont St,South,Lansdowne Ave,East,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4460052126485, 43.6667505297049]]}"
4485179,16791,BP-23501,470,Huron St,Huron St,West,Bloor St W,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4017628160647, 43.6674563355214]]}"
4485180,16792,BP-36387,279,King St E,King St E,South,Princess St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3672235821337, 43.6514440285434]]}"
4485181,16793,BP-36389,431,Eastern Ave,Eastern Ave,South,Mc Gee St,South,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.344053389759, 43.6569689275779]]}"
4485182,16794,BP-36435,1260,Dufferin St,Dufferin St,West,Ln S Dupont E Dufferin,South,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4386702175928, 43.6673931435732]]}"
4485183,16795,BP-36460,357,Bay St,Bay St,East,Temperance St,North,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3810514195631, 43.650772134426504]]}"
4485184,16796,BP-36485,176,Yonge St,Queen St W,South,James St,East,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3804991385703, 43.6520782406632]]}"
4485185,16798,BP-36501,110,Yonge St,Yonge St,West,Adelaide St E,South,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3784813812785, 43.6502587661698]]}"
4485186,16799,BP-36502,129A,Yonge St,Yonge St,East,Temperance St,South,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3785745978065, 43.650993655235]]}"
4485187,16801,BP-44249,225,King St W,King St W,South,Ed Mirvish Way,West,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3885159566142, 43.6467878683561]]}"
4485188,16802,BP-44265,154,Pearl St,Pearl St,North,Duncan St,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.387831839104, 43.6477299121377]]}"
4485189,16803,BP-44300,16,York St,Bremner Blvd,South,York St,West,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3818342578211, 43.6427458250716]]}"
4485190,16804,BP-44301,16,York St,Bremner Blvd,South,York St,West,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3820899689606, 43.6426747172241]]}"
4485191,16805,BP-44322,209,Wellington St W,Wellington St W,South,John St,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3884044395365, 43.6453773983192]]}"
4485192,16806,BP-44327,225,Wellington St W,Wellington St W,South,John St,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3887100372208, 43.6453110501034]]}"
4485193,16807,BP-44343,73,Simcoe St,Simcoe St,East,King St W,South,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3857601532075, 43.6468096493231]]}"
4485194,16808,BP-44411,326,Adelaide St W,Adelaide St W,North,Ln E Peter S Adelaide,North,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.39212359419811, 43.6475231047165]]}"
4485195,16809,BP-44419,46,John St,John St,West,Mercer St,South,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3894537119975, 43.6456793515445]]}"
4485196,16810,BP-44420,20,John St,John St,West,Wellington St W,South,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3891563257397, 43.6449398891998]]}"
4485197,16811,BP-44429,277,Wellington St W,Wellington St W,South,Blue Jays Way,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3914967896527, 43.6447079729868]]}"
4485198,16812,BP-44434,7,Mercer St,Mercer St,South,Ln E John S Mercer,East,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3896213229666, 43.6458497383715]]}"
4485199,16813,BP-44442,260,Queens Quay W,Queens Quay W,North,Robertson Cres,North,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3854289212891, 43.6391541729193]]}"
4485200,16814,BP-36530,111,Richmond St W,Richmond St W,South,York St,East,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3837981937178, 43.6505581887802]]}"
4485201,16815,BP-36535,151,Yonge St,Yonge St,East,Temperance St,North,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3787187232796, 43.6513377861701]]}"
4485202,16817,BP-36548,129A,Yonge St,Yonge St,East,Temperance St,South,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3785203431731, 43.6508617096742]]}"
4485203,16819,BP-27314,239,College St,College St,South,Huron St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3983663918536, 43.65814243314481]]}"
4485204,16820,BP-27324,239,College St,College St,South,Huron St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3985189401513, 43.6581120901041]]}"
4485205,16821,BP-27332,229,Spadina Ave,Spadina Ave,East,Sullivan St,North,,10,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3971655248778, 43.6512520830463]]}"
4485206,16822,BP-27348,215,Spadina Ave,Spadina Ave,East,Sullivan St,South,,10,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3969696464117, 43.6507866533989]]}"
4485207,16823,BP-27352,349,Spadina Ave,Spadina Ave,East,Baldwin St,North,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3987662942244, 43.655323249937]]}"
4485208,16824,BP-27356,239,College St,College St,South,Huron St,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3984457042296, 43.6581268682897]]}"
4485209,16825,BP-27388,293-299,Spadina Ave,Spadina Ave,East,Ln N Dundas W Huron,West,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3980445608534, 43.6534380219672]]}"
4485210,16826,BP-27420,185,Spadina Ave,Bulwer St,North,Spadina Ave,North,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3964935407715, 43.6495959103413]]}"
4485211,16827,BP-27454,349,Spadina Ave,Spadina Ave,East,Baldwin St,North,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3987760024841, 43.6553521978832]]}"
4485212,16828,BP-27457,37,Hanna Ave,East Liberty St,South,Hanna Ave,East,,10,Liberty Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4190833877841, 43.6385539408627]]}"
4485213,16829,BP-27460,56,Atlantic Ave,Atlantic Ave,West,Liberty St,South,,10,Liberty Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4205041072061, 43.6379943677108]]}"
4485214,16830,BP-27473,85,Hanna Ave,Hanna Ave,East,Snooker St,East,,10,Liberty Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4194767170829, 43.6397868223719]]}"
4485215,16831,BP-27484,25,Liberty St,Atlantic Ave,West,Liberty St,North,,10,Liberty Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4206658001785, 43.6384082374765]]}"
4485216,16832,BP-27518,3212,Yonge St,Yonge St,West,Bowood Ave,North,,08,Yonge Lawrence Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4032498997222, 43.7286473424182]]}"
4485217,16833,BP-27531,81,Ranleigh Ave,Ranleigh Ave,South,Bowood Ave,South,,15,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4005608617854, 43.7280124367061]]}"
4485218,16834,BP-27535,3147,Yonge St,Yonge St,East,Wanless Ave,North,,15,Yonge Lawrence Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4025023129927, 43.7266398270398]]}"
4485219,16835,BP-27555,252,College St,College St,North,Spadina Ave,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3992076311162, 43.6581645111689]]}"
4485220,16836,BP-27572,200,Spadina Ave,Spadina Ave,West,Phoebe St,North,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3972002967531, 43.6503005085464]]}"
4485221,16837,BP-27584,274,Spadina Ave,Spadina Ave,West,Willison Sq,North,,10,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3981050328295, 43.6525443311991]]}"
4485222,16838,BP-27588,374,Spadina Ave,Baldwin St,South,Spadina Ave,West,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3990389343697, 43.6550315051641]]}"
4485223,16839,BP-27597,222,College St,College St,North,Ross St,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3972656738942, 43.6586285661717]]}"
4485224,16840,BP-27631,384,Spadina Ave,Spadina Ave,West,Baldwin St,North,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3992056292456, 43.655366241558205]]}"
4485225,16841,BP-27632,184-200,College St,College St,North,Ln E Beverley S College,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3951239263177, 43.6589349714652]]}"
4485226,16842,BP-27633,222,College St,College St,North,Ross St,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3972555639505, 43.6586026332044]]}"
4485227,16843,BP-27637,184-200,College St,College St,North,Ln E Beverley S College,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3951972384223, 43.6589201954798]]}"
4485228,16844,BP-27638,184,College St,College St,North,Henry St,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3945547894205, 43.6590582254216]]}"
4485229,16845,BP-27651,214-220,College St,College St,North,Ross St,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3966618326323, 43.6587353089632]]}"
4485230,16846,BP-27661,274,Spadina Ave,Spadina Ave,West,Willison Sq,North,,10,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3980978532059, 43.652523378641]]}"
4485231,16847,BP-27664,184-200,College St,College St,North,Ln E Beverley S College,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3950921510872, 43.6589411532384]]}"
4485232,16848,BP-27689,392,Spadina Ave,Spadina Ave,West,Nassau St,South,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3993065817233, 43.6555894110473]]}"
4485233,16849,BP-27695,246,Spadina Ave,Spadina Ave,West,Grange Ave,South,,10,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3976386228234, 43.6514190237938]]}"
4485234,16850,BP-27711,706,College St,College St,North,Montrose Ave,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4181211540876, 43.655302908157]]}"
4485235,16851,BP-26297,158,Eglinton Ave W,Eglinton Ave W,North,Colin Ave,West,,08,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4033326768762, 43.7058063857511]]}"
4485236,16852,BP-26302,426,Eglinton Ave W,Eglinton Ave W,North,Elmsthorpe Ave,West,,08,The Eglinton Way,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4112035942281, 43.704109099887]]}"
4485237,16853,BP-26309,2010,Yonge St,Yonge St,West,Glebe Rd E,South,,12,Midtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3972619859264, 43.7009935176788]]}"
4485238,16854,BP-26312,1955,Yonge St,Yonge St,East,Millwood Rd,North,,12,Midtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3967364658962, 43.6995248180639]]}"
4485239,16855,BP-26337,191,Wilson Ave,Avenue Rd,West,Wilson Ave,South,,08,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.42161531976582, 43.7395035271129]]}"
4485240,16856,BP-26588,955,Royal York Rd,Royal York Rd,East,Birchview Blvd,East,,03,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.51149229642101, 43.6482362423997]]}"
4485241,16857,BP-26589,2364-2366,Lake Shore Blvd W,Lake Shore Blvd W,West,Albert Ave,North,,03,Mimico By The Lake,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4881469063686, 43.6161200558822]]}"
4485242,16858,BP-26595,6,Crescent Rd,Crescent Rd,North,Yonge St,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3890047296096, 43.6771373322919]]}"
4485243,16860,BP-26626,38,Walmer Rd,Lowther Ave,North,Walmer Rd,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4067271608421, 43.668406453042806]]}"
4485244,16861,BP-26630,332,Bloor St W,Spadina Rd,East,Spadina Ave,North,,11,Bloor Annex,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.40381728904251, 43.6669168864081]]}"
4485245,16862,BP-26632,278,Dupont St,Spadina Rd,West,Dupont St,North,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4073703689463, 43.6752153636682]]}"
4485246,16863,BP-26640,420,Dupont St,Howland Ave,West,Dupont St,North,,11,Dupont by the Castle,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4120134826229, 43.673861398338]]}"
4485247,16864,BP-26648,117,Spadina Rd,Spadina Rd,East,Bernard Ave,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4056403214345, 43.6715133691905]]}"
4485248,16865,BP-26662,152,Spadina Rd,Spadina Rd,West,Dupont St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4067258501271, 43.6736489244721]]}"
4485249,16866,BP-26681,221,Spadina Rd,Spadina Rd,East,Dupont St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.406819511781, 43.6744701105718]]}"
4485250,16867,BP-26682,10,Spadina Rd,Spadina Rd,West,Annex Lane,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4044384256138, 43.6677387430603]]}"
4485251,16868,BP-26692,156,Spadina Rd,Spadina Rd,West,Dupont St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4067546780975, 43.673748358612]]}"
4485252,16869,BP-26698,318,Dupont St,Dupont St,North,Walmer Rd,West,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4087183787402, 43.6745942856771]]}"
4485253,16870,BP-26700,278,Dupont St,Spadina Rd,West,Dupont St,North,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4073463111143, 43.6751660979408]]}"
4485254,16871,BP-26713,318,Dupont St,Dupont St,North,Walmer Rd,West,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4086863485768, 43.6746004890105]]}"
4485255,16872,BP-26714,354,Dupont St,Dupont St,North,Kendal Ave,West,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4097569493351, 43.6741859371638]]}"
4485256,16873,BP-26715,354,Dupont St,Dupont St,North,Kendal Ave,West,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4098025151306, 43.6741757386223]]}"
4485257,16874,BP-26719,408,Dupont St,Dupont St,North,Howland Ave,East,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4114315883298, 43.6738338279791]]}"
4485258,16876,BP-26747,1638,Avenue Rd,Avenue Rd,West,Ln N Woburn W Elm,West,,08,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.417157768542, 43.7257868191147]]}"
4485259,16877,BP-26752,1539,Avenue Rd,Avenue Rd,East,Glengarry Ave,North,,08,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4158504969905, 43.723192740886105]]}"
4485260,16878,BP-26765,469,Craven Rd,Craven Rd,East,Ln S Gerrard W Rhodes,South,,14,Gerrard India Bazaar,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3209527152844, 43.6719576539181]]}"
4485261,16879,BP-26787,29,Woodward Ave,Woodward Ave,West,Eastern Ave,North,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.319563928209, 43.6646929264859]]}"
4485262,16880,BP-26811,119,Yorkville Ave,Yorkville Ave,South,Hazelton Ave,East,,11,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3931662833649, 43.6706881316615]]}"
4485263,16881,BP-26812,45,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,,11,Bloor-Yorkville,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3947667158585, 43.6706344830554]]}"
4485264,16882,BP-26819,111,Avenue Rd,Avenue Rd,East,Tranby Ave,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3957845202105, 43.67328434385511]]}"
4485265,16883,BP-26825,188,Davenport Rd,Davenport Rd,North,Hazelton Ave,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3955239907153, 43.6750235937077]]}"
4485266,16884,BP-24908,577,Kingston Rd,Kingston Rd,South,Glen Stewart Cres,East,,19,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.299487920455, 43.6784870133647]]}"
4485267,16885,BP-24934,668,Kingston Rd,Kingston Rd,North,Southwood Dr,East,,19,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.2973632020185, 43.6791247542585]]}"
4485268,16886,BP-24941,916,Kingston Rd,Kingston Rd,North,Balsam Ave,North,,19,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.2891569130122, 43.6804284696262]]}"
4485269,16887,BP-24943,429A,Bloor St E,Bloor St E,South,Sherbourne St N,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3764446664099, 43.672328371198]]}"
4485270,16888,BP-24949,135,St George St,Bloor St W,North,Devonshire Pl,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3988388276757, 43.6678057284569]]}"
4485271,16890,BP-24981,235,Bloor St W,Bloor St W,South,Avenue Rd,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3956884500104, 43.6682851615064]]}"
4485272,16894,BP-24173,61,Bellevue Ave,Nassau St,South,Bellevue Ave,East,,11,Kensington Market,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4035072101783, 43.6549284100764]]}"
